direction_color,rowDate,rowDateRaw,rowDateTimestamp,last_close,last_open,last_max,last_min,volume,volumeRaw,change_precent,last_closeRaw,last_openRaw,last_maxRaw,last_minRaw,change_precentRaw,date,valid_ohlc,weekday,is_weekend,year,month
,,,2000-04-15,,,,,,,,,,,,,2000-04-15,False,5,True,2000,4
,,,2000-04-16,,,,,,,,,,,,,2000-04-16,False,6,True,2000,4
,,,2000-04-22,,,,,,,,,,,,,2000-04-22,False,5,True,2000,4
,,,2000-04-23,,,,,,,,,,,,,2000-04-23,False,6,True,2000,4
,,,2000-04-29,,,,,,,,,,,,,2000-04-29,False,5,True,2000,4
,,,2000-04-30,,,,,,,,,,,,,2000-04-30,False,6,True,2000,4
,,,2000-05-06,,,,,,,,,,,,,2000-05-06,False,5,True,2000,5
,,,2000-05-07,,,,,,,,,,,,,2000-05-07,False,6,True,2000,5
,,,2000-05-13,,,,,,,,,,,,,2000-05-13,False,5,True,2000,5
,,,2000-05-14,,,,,,,,,,,,,2000-05-14,False,6,True,2000,5
,,,2000-05-20,,,,,,,,,,,,,2000-05-20,False,5,True,2000,5
,,,2000-05-21,,,,,,,,,,,,,2000-05-21,False,6,True,2000,5
,,,2000-05-27,,,,,,,,,,,,,2000-05-27,False,5,True,2000,5
,,,2000-05-28,,,,,,,,,,,,,2000-05-28,False,6,True,2000,5
,,,2000-06-03,,,,,,,,,,,,,2000-06-03,False,5,True,2000,6
,,,2000-06-04,,,,,,,,,,,,,2000-06-04,False,6,True,2000,6
,,,2000-06-10,,,,,,,,,,,,,2000-06-10,False,5,True,2000,6
,,,2000-06-11,,,,,,,,,,,,,2000-06-11,False,6,True,2000,6
,,,2000-06-17,,,,,,,,,,,,,2000-06-17,False,5,True,2000,6
,,,2000-06-18,,,,,,,,,,,,,2000-06-18,False,6,True,2000,6
,,,2000-06-24,,,,,,,,,,,,,2000-06-24,False,5,True,2000,6
,,,2000-06-25,,,,,,,,,,,,,2000-06-25,False,6,True,2000,6
,,,2000-07-01,,,,,,,,,,,,,2000-07-01,False,5,True,2000,7
,,,2000-07-02,,,,,,,,,,,,,2000-07-02,False,6,True,2000,7
,,,2000-07-08,,,,,,,,,,,,,2000-07-08,False,5,True,2000,7
,,,2000-07-09,,,,,,,,,,,,,2000-07-09,False,6,True,2000,7
,,,2000-07-15,,,,,,,,,,,,,2000-07-15,False,5,True,2000,7
,,,2000-07-16,,,,,,,,,,,,,2000-07-16,False,6,True,2000,7
,,,2000-07-22,,,,,,,,,,,,,2000-07-22,False,5,True,2000,7
,,,2000-07-23,,,,,,,,,,,,,2000-07-23,False,6,True,2000,7
,,,2000-07-29,,,,,,,,,,,,,2000-07-29,False,5,True,2000,7
,,,2000-07-30,,,,,,,,,,,,,2000-07-30,False,6,True,2000,7
,,,2000-08-05,,,,,,,,,,,,,2000-08-05,False,5,True,2000,8
,,,2000-08-06,,,,,,,,,,,,,2000-08-06,False,6,True,2000,8
,,,2000-08-12,,,,,,,,,,,,,2000-08-12,False,5,True,2000,8
,,,2000-08-13,,,,,,,,,,,,,2000-08-13,False,6,True,2000,8
,,,2000-08-19,,,,,,,,,,,,,2000-08-19,False,5,True,2000,8
,,,2000-08-20,,,,,,,,,,,,,2000-08-20,False,6,True,2000,8
,,,2000-08-26,,,,,,,,,,,,,2000-08-26,False,5,True,2000,8
,,,2000-08-27,,,,,,,,,,,,,2000-08-27,False,6,True,2000,8
,,,2000-09-02,,,,,,,,,,,,,2000-09-02,False,5,True,2000,9
,,,2000-09-03,,,,,,,,,,,,,2000-09-03,False,6,True,2000,9
,,,2000-09-09,,,,,,,,,,,,,2000-09-09,False,5,True,2000,9
,,,2000-09-10,,,,,,,,,,,,,2000-09-10,False,6,True,2000,9
,,,2000-09-16,,,,,,,,,,,,,2000-09-16,False,5,True,2000,9
,,,2000-09-17,,,,,,,,,,,,,2000-09-17,False,6,True,2000,9
,,,2000-09-23,,,,,,,,,,,,,2000-09-23,False,5,True,2000,9
